sample_id,session_id,timestamp_utc,t_session_s,target_id,tracker_serial,feature_stage,feature_kinematic_model_version,feature_link1_length_mm,feature_link2_length_mm,feature_q1_delta_deg,feature_q2_delta_deg,feature_q3_delta_deg,feature_q1_delta_rad,feature_q2_delta_rad,feature_q3_delta_rad,feature_target_x_mm,feature_target_y_mm,feature_target_z_mm,feature_pan_init_deg,feature_lift_init_deg,feature_elbow_init_deg,feature_pan_target_deg,feature_lift_target_deg,feature_elbow_target_deg,feature_velocity_deg_s,feature_hold_s,feature_status_armed,feature_status_fault,feature_status_enabled_axes,feature_status_configured_axes,feature_pan_pos_raw,feature_pan_logical_deg,feature_pan_reported_target_deg,feature_pan_load_raw,feature_pan_voltage_raw,feature_pan_temperature_c,feature_pan_current_raw,feature_lift_pos_raw,feature_lift_logical_deg,feature_lift_reported_target_deg,feature_lift_load_raw,feature_lift_voltage_raw,feature_lift_temperature_c,feature_lift_current_raw,feature_elbow_pos_raw,feature_elbow_logical_deg,feature_elbow_reported_target_deg,feature_elbow_load_raw,feature_elbow_voltage_raw,feature_elbow_temperature_c,feature_elbow_current_raw,label_window_mean_x_mm_relative,label_window_mean_y_mm_relative,label_window_mean_z_mm_relative,label_window_std_mm,label_window_max_span_mm,label_sample_count,label_window_start_s,label_window_end_s,tracker_valid_ratio,quality_flags
2001274,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.129187+00:00,,SYNRAW001274,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,9.013,32.815,67.4,0.1573065254822489,0.5727297940419392,1.1763519158441782,-286.0161792052734,33.94147881558942,359.40831817457655,77.4,79.2,66.4,86.41300000000001,112.015,133.8,8.0,0.45,synthetic,synthetic,3,3,1785,86.37503538610244,86.37503538610244,-5,124,35,2,2456,112.50234780347344,112.50234780347344,74,123,41,4,2436,133.72386266018538,133.72386266018538,-4,124,36,0,396.4711397117969,-402.7647501603152,143.80560437713916,1.2404980064705955,3.3632082738413964,7,,,1.0,synthetic_nonlinear_interp
2001275,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.130187+00:00,,SYNRAW001275,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-3.106,32.709,69.217,-0.05420992656694387,0.5708797450348253,1.208064548352915,-289.2119690377643,-11.438010230447745,357.79481177818684,77.4,79.2,66.4,74.29400000000001,111.909,135.61700000000002,8.0,0.45,synthetic,synthetic,3,3,1592,74.32584807596423,74.32584807596423,3,124,34,1,2454,112.36528286253467,112.36528286253467,73,123,40,4,2470,135.73770547658836,135.73770547658836,6,124,36,0,465.16453787436535,-401.0147724973386,188.464700328595,1.1655123495892752,3.233066612802907,8,,,0.9999999999999999,synthetic_nonlinear_interp
2001276,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.131187+00:00,,SYNRAW001276,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,3.327,14.93,63.978,0.05806710421385134,0.2605776573227534,1.1166267488409323,-172.20402302722064,19.055585106399974,273.5555324777491,77.4,79.2,66.4,80.727,94.13,130.37800000000001,8.0,0.45,synthetic,synthetic,3,3,1694,80.66988098873558,80.66988098873558,-6,124,37,1,2172,94.72767489900073,94.72767489900073,74,123,44,4,2380,130.44744476409778,130.44744476409778,11,124,38,0,420.2651961537964,-303.04598725705245,186.14750302208907,2.2329968300507534,6.498072180763868,8,,,0.9999999999999998,synthetic_nonlinear_interp
2001277,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.132187+00:00,,SYNRAW001277,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-1.54,18.556,23.543,-0.026878070480712675,0.3238632960000678,0.410902865797025,-67.35489459500704,-11.631466747236606,229.55214821574143,77.4,79.2,66.4,75.86,97.756,89.94300000000001,8.0,0.45,synthetic,synthetic,3,3,1618,75.95297265073168,75.95297265073168,9,124,36,1,2238,98.8725824929919,98.8725824929919,152,123,43,13,1693,90.33614461343454,90.33614461343454,50,123,36,2,389.0737094058285,-266.9356359222177,309.1534699395068,2.713708419202368,7.3983767758435555,7,,,1.0,synthetic_nonlinear_interp
2001278,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.133187+00:00,,SYNRAW001278,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,13.073,7.569,46.587,0.22816689311321872,0.13210397108345082,0.8130965386265984,-96.2406340471767,93.75719906706469,201.6388944379659,77.4,79.2,66.4,90.47300000000001,86.769,112.98700000000001,8.0,0.45,synthetic,synthetic,3,3,1848,90.32566226325228,90.32566226325228,-14,124,38,1,2054,87.32098463878742,87.32098463878742,91,123,45,5,2085,113.22711722402353,113.22711722402353,40,124,39,1,338.7060286276643,-228.31656755835166,167.91805069186577,3.13197825642511,8.862572779067053,8,,,0.9999999999999999,synthetic_nonlinear_interp
2001279,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.134187+00:00,,SYNRAW001279,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,17.547,9.67,27.988,0.306252923847445,0.16877333866785166,0.48848275104817296,-67.05619349135894,136.89721103710446,172.5813487678569,77.4,79.2,66.4,94.947,88.87,94.388,8.0,0.45,synthetic,synthetic,3,3,1915,94.51119729914595,94.51119729914595,-44,124,37,2,2088,89.4837315483103,89.4837315483103,92,123,43,6,1767,94.63886021956878,94.63886021956878,44,124,36,2,275.59679778655277,-195.58559479168215,171.6218868763714,3.289618039926833,9.331086596633885,7,,,1.0,synthetic_nonlinear_interp
2001280,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.135187+00:00,,SYNRAW001280,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,0.108,27.655,68.917,0.0018849555921538759,0.48267080463903184,1.2028285605969322,-257.1632364436085,0.4577370575683384,337.9297179433474,77.4,79.2,66.4,77.50800000000001,106.855,135.317,8.0,0.45,synthetic,synthetic,3,3,1642,77.46155653438828,77.46155653438828,-8,124,34,1,2375,107.39466849606254,107.39466849606254,78,123,40,5,2464,135.39660967332583,135.39660967332583,6,124,36,0,446.55618206886123,-375.93025662320724,181.30867426373013,1.2402463202814358,3.4292351417170037,8,,,0.9999999999999998,synthetic_nonlinear_interp
2001281,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.136187+00:00,,SYNRAW001281,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-21.647,-3.945,60.409,-0.3778114231792125,-0.06885323899117629,1.0543359478372545,-119.11882656496402,-151.16305828673396,146.06811834817955,77.4,79.2,66.4,55.75300000000001,75.25500000000001,126.809,8.0,0.45,synthetic,synthetic,3,3,1299,56.0200501864671,56.0200501864671,22,124,36,2,1871,75.84016789168652,75.84016789168652,84,123,42,4,2320,126.9752252932995,126.9752252932995,36,124,38,1,588.7183876781642,-182.32835913971286,211.2589185322934,1.6665408717386934,4.50592865686826,7,,,1.0,synthetic_nonlinear_interp
2001282,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.137187+00:00,,SYNRAW001282,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,14.704,7.487,42.342,0.2566332132132462,0.13067280109681545,0.739007311879439,-87.5098987686993,108.24553204875633,191.9148964032471,77.4,79.2,66.4,92.10400000000001,86.687,108.742,8.0,0.45,synthetic,synthetic,3,3,1873,91.86105963314698,91.86105963314698,-28,124,38,1,2052,87.20418453426521,87.20418453426521,90,123,45,6,2012,108.99076636107,108.99076636107,43,124,39,2,322.3939148547031,-217.77901787366545,165.8903227309854,3.183187250863501,8.942146655471516,8,,,0.9999999999999999,synthetic_nonlinear_interp
2001283,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.138187+00:00,,SYNRAW001283,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-3.14,11.585,17.735,-0.05480333851262195,0.2021963938435431,0.30953414284119435,-32.43498755933422,-25.649807724586537,158.18380492321805,77.4,79.2,66.4,74.26,90.785,84.135,8.0,0.45,synthetic,synthetic,3,3,1589,74.15594857313503,74.15594857313503,-11,124,38,1,2122,91.59616022097572,91.59616022097572,128,123,43,11,1588,84.18276080689078,84.18276080689078,26,123,36,1,388.1181316583195,-185.00927168212525,305.02835407849204,3.028392535719857,8.371657713050036,8,,,0.9956665946794877,synthetic_nonlinear_interp
2001284,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.139187+00:00,,SYNRAW001284,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,12.054,-10.02,60.928,0.21038198803539648,-0.17488199104983182,1.063394206655105,-87.75678006775594,88.03116687176217,103.0293127403287,77.4,79.2,66.4,89.45400000000001,69.18,127.328,8.0,0.45,synthetic,synthetic,3,3,1836,89.57724777174997,89.57724777174997,5,124,38,1,1768,69.44363487577012,69.44363487577012,46,123,48,2,2330,127.55359165460463,127.55359165460463,46,124,39,2,423.5353650014146,-139.57432380154623,115.57661361204835,1.830317657881032,4.975746989650032,7,,,1.0,synthetic_nonlinear_interp
2001285,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.140187+00:00,,SYNRAW001285,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,3.757,-3.829,68.347,0.06557201999742697,-0.06682865705886289,1.1928801838605643,-115.45235859498021,25.251767599845895,160.51042039270092,77.4,79.2,66.4,81.15700000000001,75.37100000000001,134.747,8.0,0.45,synthetic,synthetic,3,3,1703,81.24599887546215,81.24599887546215,-3,124,44,1,1870,75.77834269998792,75.77834269998792,61,123,47,3,2453,134.71876972006703,134.71876972006703,19,124,39,1,452.9827463687209,-194.72933820841558,151.44973822192324,2.569757692745717,6.892688040237534,8,,,1.0,synthetic_nonlinear_interp
2001286,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.141187+00:00,,SYNRAW001286,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,24.26,8.202,53.357,0.42341687653382437,0.1431519052485749,0.9312553289866145,-142.45137879405357,161.13898267259648,218.66064462442571,77.4,79.2,66.4,101.66000000000001,87.402,119.757,8.0,0.45,synthetic,synthetic,3,3,2023,101.23323706870079,101.23323706870079,-50,124,37,4,2073,88.4931119713993,88.4931119713993,139,123,44,10,2201,119.9884588928116,119.9884588928116,22,124,38,1,307.73843586767157,-243.6460484826657,100.37364899463368,2.3523801768902817,6.324494029392742,8,,,0.9999999999999999,synthetic_nonlinear_interp
2001287,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.142187+00:00,,SYNRAW001287,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,22.191,11.595,61.919,0.3873060143100617,0.20237092676874252,1.0806904195423688,-175.33744200590263,132.4328485074846,252.0755517510242,77.4,79.2,66.4,99.59100000000001,90.795,128.31900000000002,8.0,0.45,synthetic,synthetic,3,3,1990,99.16535432913331,99.16535432913331,-58,124,37,4,2128,91.97995943221746,91.97995943221746,146,123,46,10,2344,128.35842950584956,128.35842950584956,9,124,38,0,330.45594403019777,-280.21627354034314,97.86548994205046,1.6316780182450017,4.333578643744109,8,,,1.0,synthetic_nonlinear_interp
2001288,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.143187+00:00,,SYNRAW001288,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,17.209,19.823,20.696,0.3003537109757042,0.34597661762283594,0.36121334199274646,-85.17953691818857,128.4797905652979,231.67471056384736,77.4,79.2,66.4,94.60900000000001,99.023,87.096,8.0,0.45,synthetic,synthetic,3,3,1910,94.19094024907552,94.19094024907552,-37,124,37,2,2255,99.93430240221032,99.93430240221032,128,123,48,11,1642,87.35322836057787,87.35322836057787,39,124,38,1,250.48793177193656,-248.14781315597546,194.50828750426476,3.5727782783159636,10.021494210999563,8,,,1.0,synthetic_nonlinear_interp
2001289,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.144187+00:00,,SYNRAW001289,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-16.38,-10.065,47.716,-0.28588493147667116,-0.17566738921322925,0.8328013058816143,-64.68358957624815,-127.9554872780658,69.74044226879275,77.4,79.2,66.4,61.02000000000001,69.135,114.11600000000001,8.0,0.45,synthetic,synthetic,3,3,1383,61.25698532427833,61.25698532427833,21,124,37,2,1772,69.67232637907206,69.67232637907206,75,123,42,4,2107,114.53018061936083,114.53018061936083,58,124,37,2,561.9524746008412,-102.76541511084226,216.23725542941824,2.32607639377105,6.383849258521241,8,,,1.0,synthetic_nonlinear_interp
2001290,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.145187+00:00,,SYNRAW001290,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,15.042,37.258,10.691,0.26253242608498706,0.6502747727080473,0.18659315033071378,-140.03779361277935,96.73444892845467,330.13132269919663,77.4,79.2,66.4,92.44200000000001,116.458,77.09100000000001,8.0,0.45,synthetic,synthetic,3,3,1881,92.36510473318413,92.36510473318413,-20,124,36,2,2532,117.22724780509196,117.22724780509196,116,123,48,9,1469,77.21654830806827,77.21654830806827,30,124,37,1,237.28770868856628,-379.55985861792215,211.42411829821884,3.059493832419818,8.669154548970694,8,,,1.0,synthetic_nonlinear_interp
2001291,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.146187+00:00,,SYNRAW001291,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,21.97,27.93,40.252,0.38344883666315416,0.4874704600820162,0.7025299305127576,-185.25835176708583,126.97222121613869,326.19156909303604,77.4,79.2,66.4,99.37,107.13,106.65200000000002,8.0,0.45,synthetic,synthetic,3,3,1987,99.00366571584752,99.00366571584752,-53,124,37,3,2380,107.72018079367459,107.72018079367459,103,123,49,8,1972,106.62041500411097,106.62041500411097,24,124,39,1,267.1703254723016,-368.5790706294177,130.4242878715404,2.333379954101309,6.52036772317213,8,,,0.9999999999999999,synthetic_nonlinear_interp
2001292,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.147187+00:00,,SYNRAW001292,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-0.312,16.683,21.106,-0.005445427266222308,0.291173279110214,0.3683691919259232,-54.57975624936351,-2.425527514756712,208.67396336221728,77.4,79.2,66.4,77.08800000000001,95.88300000000001,87.506,8.0,0.45,synthetic,synthetic,3,3,1637,77.14924633519078,77.14924633519078,3,124,36,1,2208,96.96159475800704,96.96159475800704,159,123,44,14,1650,87.80593019261852,87.80593019261852,46,123,36,2,363.6068444173555,-247.30917346126165,298.78735928437277,3.0592883590125557,8.439801354762583,8,,,0.9960760119181536,synthetic_nonlinear_interp
2001293,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.148187+00:00,,SYNRAW001293,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,15.845,24.11,41.323,0.2765474199785015,0.4207988826558328,0.7212224068016168,-156.5835997001489,97.46842666344376,304.44207588386786,77.4,79.2,66.4,93.245,103.31,107.72300000000001,8.0,0.45,synthetic,synthetic,3,3,1892,93.02635212998531,93.02635212998531,-33,124,37,2,2322,104.08300941739873,104.08300941739873,116,123,48,9,1991,107.7561206199515,107.7561206199515,28,124,38,1,295.6655627621777,-348.10337647379384,168.73292342520233,2.4058047830143146,6.685926114261963,8,,,1.0,synthetic_nonlinear_interp
2001294,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.149187+00:00,,SYNRAW001294,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-7.372,32.839,69.775,-0.12866567245702198,0.5731486730624179,1.2178034855790436,-293.33953198694485,-26.737818088413103,357.85675815628946,77.4,79.2,66.4,70.028,112.039,136.175,8.0,0.45,synthetic,synthetic,3,3,1525,70.13880921888173,70.13880921888173,7,124,34,1,2455,112.40682378122045,112.40682378122045,64,123,40,3,2478,136.21518378025044,136.21518378025044,-2,124,36,0,490.6640285185961,-400.4423157978041,199.90355612732765,1.202342054429732,3.36246896146165,7,,,0.9999999999999999,synthetic_nonlinear_interp
2001295,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.150187+00:00,,SYNRAW001295,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,19.709,-16.164,66.457,0.3439869422755624,-0.28211502029236346,1.1598934609978715,-108.45218910371635,140.263806114538,70.34799761159692,77.4,79.2,66.4,97.10900000000001,63.036,132.857,8.0,0.45,synthetic,synthetic,3,3,1954,96.93046260374014,96.93046260374014,-21,124,38,2,1670,63.28556718216357,63.28556718216357,46,123,49,2,2422,132.91049049160128,132.91049049160128,27,124,39,1,435.31020936609457,-122.09281940624525,60.690087478351955,2.216704171015309,5.9616272764871745,8,,,1.0,synthetic_nonlinear_interp
2001296,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.151187+00:00,,SYNRAW001296,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,7.195,4.786,68.931,0.12557643968099202,0.0835314580004486,1.2030729066922112,-147.7652726370017,44.46636568480624,217.00801055226842,77.4,79.2,66.4,84.595,83.986,135.33100000000002,8.0,0.45,synthetic,synthetic,3,3,1756,84.56345233073678,84.56345233073678,-11,124,43,2,2009,84.51570518323885,84.51570518323885,69,123,46,4,2464,135.354504904075,135.354504904075,12,124,39,0,420.7462605189836,-244.41643469315528,151.22727831755066,2.24229830107548,6.388955116343085,8,,,1.0,synthetic_nonlinear_interp
2001297,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.152187+00:00,,SYNRAW001297,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-13.593,35.65,10.837,-0.23724260522358923,0.6222098783359784,0.1891413310386255,-129.2038408536621,-89.65708045378418,319.89332773351407,77.4,79.2,66.4,63.807,114.85,77.23700000000001,8.0,0.45,synthetic,synthetic,3,3,1419,63.529133323166434,63.529133323166434,-22,124,37,1,2505,115.55526941423948,115.55526941423948,116,123,43,9,1472,77.43320713839024,77.43320713839024,20,124,36,1,492.80189482572837,-377.4162965710433,378.1967859139355,2.3196288815095887,6.266874603810312,7,,,1.0,synthetic_nonlinear_interp
2001298,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.153187+00:00,,SYNRAW001298,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-18.825,15.022,44.607,-0.3285582316879325,0.2621833602345882,0.7785390194371106,-130.040717754624,-126.12457261182402,250.3109115556812,77.4,79.2,66.4,58.575,94.22200000000001,111.007,8.0,0.45,synthetic,synthetic,3,3,1340,58.57278174354903,58.57278174354903,12,124,36,2,2183,95.40876263516634,95.40876263516634,149,123,48,12,2051,111.21857575157274,111.21857575157274,23,124,37,1,557.9077894339288,-290.64322568170667,303.78159138722725,2.103590775746591,5.930677088631685,8,,,1.0,synthetic_nonlinear_interp
2001299,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.154187+00:00,,SYNRAW001299,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-15.446,24.198,69.65,-0.26958355626304414,0.4223347723975879,1.2156218240140506,-249.180226555421,-69.3039730354256,322.5164777095992,77.4,79.2,66.4,61.95400000000001,103.398,136.05,8.0,0.45,synthetic,synthetic,3,3,1393,61.89415140511572,61.89415140511572,0,124,37,2,2320,103.9555077650705,103.9555077650705,81,123,44,5,2476,136.06896972033002,136.06896972033002,8,124,38,0,544.7379732643732,-354.893268310706,223.3967618213916,1.4165896324250014,3.9899230709524396,7,,,0.9999999999999998,synthetic_nonlinear_interp
2001300,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.155187+00:00,,SYNRAW001300,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-16.008,28.787,46.076,-0.27939230665925224,0.5024279317716076,0.8041779061489073,-197.07014791893667,-86.90951389406372,337.5272908289093,77.4,79.2,66.4,61.39200000000001,107.987,112.476,8.0,0.45,synthetic,synthetic,3,3,1384,61.34566860570372,61.34566860570372,-6,124,35,2,2397,108.7709325356426,108.7709325356426,117,123,46,10,2074,112.59005345896529,112.59005345896529,21,124,37,0,529.6570701743146,-384.94110219186956,297.99478532332876,2.30405244906901,6.38989802243285,7,,,1.0,synthetic_nonlinear_interp
2001301,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:54.156187+00:00,,SYNRAW001301,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,22.57,13.142,62.455,0.3939208121751202,0.22937117029709478,1.0900453843330584,-184.2939951401965,131.22182257376915,261.9235901312055,77.4,79.2,66.4,99.97,92.342,128.85500000000002,8.0,0.45,synthetic,synthetic,3,3,1995,99.47627055254169,99.47627055254169,-67,124,37,4,2153,93.50075270931497,93.50075270931497,147,123,46,10,2353,128.8977359143177,128.8977359143177,10,124,39,0,329.8795838058584,-290.25879317877826,95.78012007019032,1.5449977601516462,4.107776130891573,8,,,0.9999999999999999,synthetic_nonlinear_interp
