planned_order_index,target_id,q1_bin,q2_bin,q3_bin,workspace_yaw_bin,workspace_radial_bin,workspace_z_bin,q1_requested_delta_deg,q2_requested_delta_deg,q3_requested_delta_deg,q1_commanded_delta_deg,q2_commanded_delta_deg,q3_commanded_delta_deg,q1_commanded_delta_rad,q2_commanded_delta_rad,q3_commanded_delta_rad,target_x_mm,target_y_mm,target_z_mm,target_base_radial_mm,commanded_fk_x_mm,commanded_fk_y_mm,commanded_fk_z_mm,pan_init_deg,lift_init_deg,elbow_init_deg,pan_target_deg,lift_target_deg,elbow_target_deg,velocity_deg_s,hold_s,pan_command,lift_command,elbow_command
2001348,SYNRAW001348,4,7,8,4,4,8,-4.186,23.034,59.212,-4.186,23.034,59.212,-0.07305948248848264,0.4020191399043738,1.0334443566908824,-197.7426066624372,-22.122143114716767,315.5544855915727,303.0658691492761,-197.7426066624372,-22.122143114716767,315.5544855915727,77.4,79.2,66.4,73.214,102.23400000000001,125.61200000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 73.214 8.000,SYNTHETIC SET shoulder_lift 102.234 8.000,SYNTHETIC SET elbow_flex 125.612 8.000
2001349,SYNRAW001349,2,3,7,2,7,4,-14.4,3.444,54.375,-14.4,3.444,54.375,-0.25132741228718347,0.060109139438684706,0.9490227807719167,-106.77719962637589,-100.96245503753693,187.29585036314745,405.97732456490934,-106.77719962637589,-100.96245503753693,187.29585036314745,77.4,79.2,66.4,63.00000000000001,82.644,120.775,8.0,0.45,SYNTHETIC SET shoulder_pan 63.000 8.000,SYNTHETIC SET shoulder_lift 82.644 8.000,SYNTHETIC SET elbow_flex 120.775 8.000
2001350,SYNRAW001350,3,8,5,3,4,9,-5.772,30.262,45.287,-5.772,30.262,45.287,-0.1007404044251127,0.528171538238524,0.790407258350672,-192.53740537187863,-31.07911413073458,344.8587490089324,309.02938117694845,-192.53740537187863,-31.07911413073458,344.8587490089324,77.4,79.2,66.4,71.628,109.462,111.68700000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 71.628 8.000,SYNTHETIC SET shoulder_lift 109.462 8.000,SYNTHETIC SET elbow_flex 111.687 8.000
2001351,SYNRAW001351,9,7,8,9,3,9,20.519,25.07,63.086,20.519,25.07,63.086,0.35812410921671645,0.43755404347497845,1.1010584119131428,-239.47550142396585,97.50460094081407,327.01399175382653,278.1728986851908,-239.47550142396585,97.50460094081407,327.01399175382653,77.4,79.2,66.4,97.91900000000001,104.27000000000001,129.486,8.0,0.45,SYNTHETIC SET shoulder_pan 97.919 8.000,SYNTHETIC SET shoulder_lift 104.270 8.000,SYNTHETIC SET elbow_flex 129.486 8.000
2001352,SYNRAW001352,4,6,5,4,6,7,-3.112,16.907,44.763,-3.112,16.907,44.763,-0.05431464632206354,0.2950828166346813,0.7812617330702217,-118.61999277389224,-20.734914108743244,263.29152664215883,381.94325046383915,-118.61999277389224,-20.734914108743244,263.29152664215883,77.4,79.2,66.4,74.28800000000001,96.107,111.16300000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 74.288 8.000,SYNTHETIC SET shoulder_lift 96.107 8.000,SYNTHETIC SET elbow_flex 111.163 8.000
2001353,SYNRAW001353,0,8,4,0,5,8,-20.274,29.21,34.048,-20.274,29.21,34.048,-0.3538480525493304,0.5098106745075437,0.5942497037190294,-169.95233484461897,-121.91810242723773,325.0119576661995,351.84582557418094,-169.95233484461897,-121.91810242723773,325.0119576661995,77.4,79.2,66.4,57.126000000000005,108.41,100.44800000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 57.126 8.000,SYNTHETIC SET shoulder_lift 108.410 8.000,SYNTHETIC SET elbow_flex 100.448 8.000
2001354,SYNRAW001354,2,3,5,2,8,3,-11.501,3.448,39.94,-11.501,3.448,39.94,-0.20073031727186783,0.060178952608764484,0.6970845032465351,-64.13040260067466,-88.68659411769485,155.42985529126733,444.80064963222196,-64.13040260067466,-88.68659411769485,155.42985529126733,77.4,79.2,66.4,65.899,82.648,106.34,8.0,0.45,SYNTHETIC SET shoulder_pan 65.899 8.000,SYNTHETIC SET shoulder_lift 82.648 8.000,SYNTHETIC SET elbow_flex 106.340 8.000
2001355,SYNRAW001355,3,5,7,3,5,7,-9.626,14.201,56.875,-9.626,14.201,56.875,-0.16800539379697416,0.24785420707571476,0.9926560120717749,-149.31303702129657,-59.4779617688819,262.7872104805676,355.6950575133243,-149.31303702129657,-59.4779617688819,262.7872104805676,77.4,79.2,66.4,67.774,93.40100000000001,123.275,8.0,0.45,SYNTHETIC SET shoulder_pan 67.774 8.000,SYNTHETIC SET shoulder_lift 93.401 8.000,SYNTHETIC SET elbow_flex 123.275 8.000
2001356,SYNRAW001356,9,8,4,9,5,8,22.022,27.897,33.96,22.022,27.897,33.96,0.38435640787419123,0.4868945014288581,0.5927138139772743,-166.7552865999621,134.7884710265984,316.71968736313255,359.4717943465962,-166.7552865999621,134.7884710265984,316.71968736313255,77.4,79.2,66.4,99.422,107.09700000000001,100.36000000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 99.422 8.000,SYNTHETIC SET shoulder_lift 107.097 8.000,SYNTHETIC SET elbow_flex 100.360 8.000
2001357,SYNRAW001357,1,6,0,1,9,5,-17.062,18.753,13.697,-17.062,18.753,13.697,-0.29778807697527254,0.3273015946264966,0.23905774764566332,-67.08474878552411,-132.86789135966183,203.7593949966659,452.8459906949113,-67.08474878552411,-132.86789135966183,203.7593949966659,77.4,79.2,66.4,60.33800000000001,97.953,80.09700000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 60.338 8.000,SYNTHETIC SET shoulder_lift 97.953 8.000,SYNTHETIC SET elbow_flex 80.097 8.000
2001358,SYNRAW001358,2,6,8,2,4,7,-10.529,18.132,62.023,-10.529,18.132,62.023,-0.18376571694248295,0.31646309997161187,1.082505561964443,-186.0768903836501,-58.34657350196605,290.41695725300207,319.29929751037525,-186.0768903836501,-58.34657350196605,290.41695725300207,77.4,79.2,66.4,66.87100000000001,97.33200000000001,128.423,8.0,0.45,SYNTHETIC SET shoulder_pan 66.871 8.000,SYNTHETIC SET shoulder_lift 97.332 8.000,SYNTHETIC SET elbow_flex 128.423 8.000
2001359,SYNRAW001359,7,5,9,7,4,7,13.887,15.006,69.29,13.887,15.006,69.29,0.24237387322445256,0.26190410755426907,1.209338638706871,-199.4032383963551,74.31780154652294,276.6857853017105,309.64745875480213,-199.4032383963551,74.31780154652294,276.6857853017105,77.4,79.2,66.4,91.287,94.206,135.69,8.0,0.45,SYNTHETIC SET shoulder_pan 91.287 8.000,SYNTHETIC SET shoulder_lift 94.206 8.000,SYNTHETIC SET elbow_flex 135.690 8.000
2001360,SYNRAW001360,8,6,9,8,4,7,15.251,18.304,67.243,15.251,18.304,67.243,0.2661801642216552,0.31946506628504207,1.173611748918547,-210.2281573610208,79.00630521054448,293.61389301774284,300.3493250357174,-210.2281573610208,79.00630521054448,293.61389301774284,77.4,79.2,66.4,92.65100000000001,97.504,133.643,8.0,0.45,SYNTHETIC SET shoulder_pan 92.651 8.000,SYNTHETIC SET shoulder_lift 97.504 8.000,SYNTHETIC SET elbow_flex 133.643 8.000
2001361,SYNRAW001361,4,2,4,4,9,1,-1.688,-2.694,35.381,-1.688,-2.694,35.381,-0.02946115777366428,-0.04701917004872724,0.6175149426481138,-32.20797766136291,-13.785683279235206,93.90932068217549,467.99510812309495,-32.20797766136291,-13.785683279235206,93.90932068217549,77.4,79.2,66.4,75.712,76.506,101.781,8.0,0.45,SYNTHETIC SET shoulder_pan 75.712 8.000,SYNTHETIC SET shoulder_lift 76.506 8.000,SYNTHETIC SET elbow_flex 101.781 8.000
2001362,SYNRAW001362,3,7,2,3,7,6,-6.113,21.664,25.647,-6.113,21.664,25.647,-0.10669197717441337,0.37810812915205155,0.4476245932589857,-87.94330776506453,-44.130719693157495,257.75782371752854,414.41312483587245,-87.94330776506453,-44.130719693157495,257.75782371752854,77.4,79.2,66.4,71.287,100.864,92.047,8.0,0.45,SYNTHETIC SET shoulder_pan 71.287 8.000,SYNTHETIC SET shoulder_lift 100.864 8.000,SYNTHETIC SET elbow_flex 92.047 8.000
2001363,SYNRAW001363,6,6,1,6,9,5,8.022,16.237,17.646,8.022,16.237,17.646,0.14001031259498511,0.2833891106463193,0.3079807998069194,-50.37372835262593,63.36691514461286,195.38311649440885,454.0695432314997,-50.37372835262593,63.36691514461286,195.38311649440885,77.4,79.2,66.4,85.42200000000001,95.437,84.046,8.0,0.45,SYNTHETIC SET shoulder_pan 85.422 8.000,SYNTHETIC SET shoulder_lift 95.437 8.000,SYNTHETIC SET elbow_flex 84.046 8.000
2001364,SYNRAW001364,4,2,4,4,9,0,-2.162,-7.446,35.96,-2.162,-7.446,35.96,-0.037734018428117404,-0.12995721610349778,0.6276203990171609,-27.126521119127055,-17.85189021184471,56.59718042271808,473.21033062797255,-27.126521119127055,-17.85189021184471,56.59718042271808,77.4,79.2,66.4,75.238,71.754,102.36000000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 75.238 8.000,SYNTHETIC SET shoulder_lift 71.754 8.000,SYNTHETIC SET elbow_flex 102.360 8.000
2001365,SYNRAW001365,8,5,6,8,6,6,17.805,14.49,46.892,17.805,14.49,46.892,0.31075587331759036,0.2528982086139784,0.8184197928451811,-132.24944223963536,118.10718849179727,250.62981730488966,386.2509297160283,-132.24944223963536,118.10718849179727,250.62981730488966,77.4,79.2,66.4,95.20500000000001,93.69,113.292,8.0,0.45,SYNTHETIC SET shoulder_pan 95.205 8.000,SYNTHETIC SET shoulder_lift 93.690 8.000,SYNTHETIC SET elbow_flex 113.292 8.000
2001366,SYNRAW001366,9,8,0,9,8,7,23.697,27.242,11.41,23.697,27.242,11.41,0.41359067284509626,0.4754625948282953,0.19914206765255302,-112.74355687282916,169.96951023177996,262.2426591639627,422.9151063179688,-112.74355687282916,169.96951023177996,262.2426591639627,77.4,79.2,66.4,101.09700000000001,106.44200000000001,77.81,8.0,0.45,SYNTHETIC SET shoulder_pan 101.097 8.000,SYNTHETIC SET shoulder_lift 106.442 8.000,SYNTHETIC SET elbow_flex 77.810 8.000
2001367,SYNRAW001367,2,7,0,2,8,6,-11.87,22.898,11.699,-11.87,22.898,11.699,-0.2071705822117269,0.39964549212166156,0.2041860691908166,-68.43691492589437,-90.70863161797692,230.28766733098672,440.992916324838,-68.43691492589437,-90.70863161797692,230.28766733098672,77.4,79.2,66.4,65.53,102.098,78.099,8.0,0.45,SYNTHETIC SET shoulder_pan 65.530 8.000,SYNTHETIC SET shoulder_lift 102.098 8.000,SYNTHETIC SET elbow_flex 78.099 8.000
2001368,SYNRAW001368,7,4,2,7,9,3,11.162,6.297,22.948,11.162,6.297,22.948,0.19481365110760707,0.10990338299808293,0.4005181567476587,-36.243924815015035,91.50658407663764,130.61370017928627,472.69773872989515,-36.243924815015035,91.50658407663764,130.61370017928627,77.4,79.2,66.4,88.56200000000001,85.497,89.34800000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 88.562 8.000,SYNTHETIC SET shoulder_lift 85.497 8.000,SYNTHETIC SET elbow_flex 89.348 8.000
2001369,SYNRAW001369,9,4,7,9,7,5,22.276,6.928,54.669,22.276,6.928,54.669,0.3887895441742569,0.12091641057816715,0.95415404877278,-136.38233067045724,148.95257342580624,212.11132677606878,392.9436073774695,-136.38233067045724,148.95257342580624,212.11132677606878,77.4,79.2,66.4,99.676,86.128,121.069,8.0,0.45,SYNTHETIC SET shoulder_pan 99.676 8.000,SYNTHETIC SET shoulder_lift 86.128 8.000,SYNTHETIC SET elbow_flex 121.069 8.000
2001370,SYNRAW001370,5,2,9,5,6,3,0.948,-5.018,69.438,0.948,-5.018,69.438,0.016545721308906244,-0.08758062186507545,1.2119217259998225,-114.84836058910192,6.373193275004301,154.15604889690846,385.2043651536454,-114.84836058910192,6.373193275004301,154.15604889690846,77.4,79.2,66.4,78.348,74.182,135.83800000000002,8.0,0.45,SYNTHETIC SET shoulder_pan 78.348 8.000,SYNTHETIC SET shoulder_lift 74.182 8.000,SYNTHETIC SET elbow_flex 135.838 8.000
2001371,SYNRAW001371,6,4,9,6,5,6,5.3,7.898,69.392,5.3,7.898,69.392,0.09250245035569947,0.13784610432251215,1.211118874543905,-160.30098069555575,31.512925234637148,236.3222229325161,341.1575708865993,-160.30098069555575,31.512925234637148,236.3222229325161,77.4,79.2,66.4,82.7,87.098,135.792,8.0,0.45,SYNTHETIC SET shoulder_pan 82.700 8.000,SYNTHETIC SET shoulder_lift 87.098 8.000,SYNTHETIC SET elbow_flex 135.792 8.000
2001372,SYNRAW001372,8,6,1,8,8,5,16.351,18.626,17.346,16.351,18.626,17.346,0.2853787859935928,0.32508502647646387,0.3027448120509364,-71.8965130342919,125.59997528709324,213.29477239817575,446.14790075076746,-71.8965130342919,125.59997528709324,213.29477239817575,77.4,79.2,66.4,93.751,97.82600000000001,83.74600000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 93.751 8.000,SYNTHETIC SET shoulder_lift 97.826 8.000,SYNTHETIC SET elbow_flex 83.746 8.000
2001373,SYNRAW001373,2,9,2,2,5,9,-10.637,33.768,24.03,-10.637,33.768,24.03,-0.18565067253463685,0.5893627818134453,0.4194026192542374,-150.14718417122015,-65.7070408668286,335.9843387886731,355.96967281329074,-150.14718417122015,-65.7070408668286,335.9843387886731,77.4,79.2,66.4,66.763,112.968,90.43,8.0,0.45,SYNTHETIC SET shoulder_pan 66.763 8.000,SYNTHETIC SET shoulder_lift 112.968 8.000,SYNTHETIC SET elbow_flex 90.430 8.000
2001374,SYNRAW001374,0,8,0,0,7,7,-20.135,30.092,9.312,-20.135,30.092,9.312,-0.35142204488905826,0.5252044785101336,0.16252505994571195,-111.20405372614522,-142.54847982462957,277.37387203057546,414.10428268649315,-111.20405372614522,-142.54847982462957,277.37387203057546,77.4,79.2,66.4,57.265,109.292,75.712,8.0,0.45,SYNTHETIC SET shoulder_pan 57.265 8.000,SYNTHETIC SET shoulder_lift 109.292 8.000,SYNTHETIC SET elbow_flex 75.712 8.000
2001375,SYNRAW001375,7,6,5,7,6,6,13.394,17.02,41.959,13.394,17.02,41.959,0.23376940001212052,0.2970550386894349,0.7323227008443008,-120.67484047894122,90.32602362640283,259.20734443460447,389.9312339244372,-120.67484047894122,90.32602362640283,259.20734443460447,77.4,79.2,66.4,90.79400000000001,96.22,108.35900000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 90.794 8.000,SYNTHETIC SET shoulder_lift 96.220 8.000,SYNTHETIC SET elbow_flex 108.359 8.000
2001376,SYNRAW001376,5,4,9,5,5,6,4.761,8.611,69.837,4.761,8.611,69.837,0.08309512568745003,0.15029030188923173,1.21888558971528,-164.4919129834699,27.943430884285586,240.8662225799899,336.6697369575656,-164.4919129834699,27.943430884285586,240.8662225799899,77.4,79.2,66.4,82.161,87.811,136.23700000000002,8.0,0.45,SYNTHETIC SET shoulder_pan 82.161 8.000,SYNTHETIC SET shoulder_lift 87.811 8.000,SYNTHETIC SET elbow_flex 136.237 8.000
2001377,SYNRAW001377,4,5,2,4,9,4,-0.023,12.475,21.223,-0.023,12.475,21.223,-0.0004014257279586958,0.2177298241862926,0.37041122715075653,-40.68823300444285,-0.1843795703299885,175.76715844247377,459.31180400290924,-40.68823300444285,-0.1843795703299885,175.76715844247377,77.4,79.2,66.4,77.37700000000001,91.675,87.623,8.0,0.45,SYNTHETIC SET shoulder_pan 77.377 8.000,SYNTHETIC SET shoulder_lift 91.675 8.000,SYNTHETIC SET elbow_flex 87.623 8.000
2001378,SYNRAW001378,5,7,2,5,7,7,3.176,26.378,23.406,3.176,26.378,23.406,0.05543165704333991,0.4603829500910642,0.40851176472179274,-102.71223175712046,22.044902836868793,286.01051595029014,397.89891748595517,-102.71223175712046,22.044902836868793,286.01051595029014,77.4,79.2,66.4,80.57600000000001,105.578,89.80600000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 80.576 8.000,SYNTHETIC SET shoulder_lift 105.578 8.000,SYNTHETIC SET elbow_flex 89.806 8.000
2001379,SYNRAW001379,4,8,1,4,7,8,-2.524,29.941,16.548,-2.524,29.941,16.548,-0.04405211032033688,0.5225690313396222,0.28881708462002165,-102.7250755134404,-17.512128211208385,294.78082572376707,397.6607099781011,-102.7250755134404,-17.512128211208385,294.78082572376707,77.4,79.2,66.4,74.876,109.141,82.94800000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 74.876 8.000,SYNTHETIC SET shoulder_lift 109.141 8.000,SYNTHETIC SET elbow_flex 82.948 8.000
2001380,SYNRAW001380,6,8,1,6,6,8,7.518,32.045,18.901,7.518,32.045,18.901,0.1312138531649337,0.559290758801583,0.3298846819194482,-122.96913047173025,49.75756135126706,314.4860460212683,380.3000019574918,-122.96913047173025,49.75756135126706,314.4860460212683,77.4,79.2,66.4,84.918,111.245,85.301,8.0,0.45,SYNTHETIC SET shoulder_pan 84.918 8.000,SYNTHETIC SET shoulder_lift 111.245 8.000,SYNTHETIC SET elbow_flex 85.301 8.000
2001381,SYNRAW001381,4,3,3,4,9,2,-4.211,2.103,29.804,-4.211,2.103,29.804,-0.07349581480148122,0.036704274169440755,0.52017793026439,-31.68831114078996,-34.481056213512844,116.71722045793754,469.5793661989046,-31.68831114078996,-34.481056213512844,116.71722045793754,77.4,79.2,66.4,73.18900000000001,81.303,96.20400000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 73.189 8.000,SYNTHETIC SET shoulder_lift 81.303 8.000,SYNTHETIC SET elbow_flex 96.204 8.000
2001382,SYNRAW001382,3,1,9,3,7,2,-6.106,-9.587,64.837,-6.106,-9.587,64.837,-0.10656980412677376,-0.16732471538869637,1.1316191271155636,-92.51541928494889,-43.59069867589956,114.36587948213122,409.8095076149089,-92.51541928494889,-43.59069867589956,114.36587948213122,77.4,79.2,66.4,71.29400000000001,69.613,131.23700000000002,8.0,0.45,SYNTHETIC SET shoulder_pan 71.294 8.000,SYNTHETIC SET shoulder_lift 69.613 8.000,SYNTHETIC SET elbow_flex 131.237 8.000
2001383,SYNRAW001383,1,8,3,1,6,8,-16.062,27.429,31.332,-16.062,27.429,31.332,-0.2803347844553292,0.4787263605295246,0.5468465612348633,-144.44707792264683,-102.36966936658149,309.1970173156866,369.99652647554353,-144.44707792264683,-102.36966936658149,309.1970173156866,77.4,79.2,66.4,61.33800000000001,106.629,97.732,8.0,0.45,SYNTHETIC SET shoulder_pan 61.338 8.000,SYNTHETIC SET shoulder_lift 106.629 8.000,SYNTHETIC SET elbow_flex 97.732 8.000
2001384,SYNRAW001384,0,4,6,0,7,4,-22.267,4.267,51.528,-22.267,4.267,51.528,-0.38863246454157735,0.07447319918259805,0.8993332569676381,-119.09419812128108,-155.96462676810447,187.72761712405537,411.5995562531427,-119.09419812128108,-155.96462676810447,187.72761712405537,77.4,79.2,66.4,55.13300000000001,83.467,117.928,8.0,0.45,SYNTHETIC SET shoulder_pan 55.133 8.000,SYNTHETIC SET shoulder_lift 83.467 8.000,SYNTHETIC SET elbow_flex 117.928 8.000
2001385,SYNRAW001385,0,4,9,0,5,5,-20.458,5.032,69.163,-20.458,5.032,69.163,-0.3570594583729999,0.08782496796035466,1.2071220705568382,-168.96755125633274,-123.49145596557292,218.75247854769972,353.31660280508436,-168.96755125633274,-123.49145596557292,218.75247854769972,77.4,79.2,66.4,56.94200000000001,84.232,135.563,8.0,0.45,SYNTHETIC SET shoulder_pan 56.942 8.000,SYNTHETIC SET shoulder_lift 84.232 8.000,SYNTHETIC SET elbow_flex 135.563 8.000
2001386,SYNRAW001386,4,5,6,4,6,6,-4.933,14.791,49.648,-4.933,14.791,49.648,-0.08609709200088027,0.2581516496624813,0.8665210670301448,-125.04062897975027,-32.36291663922658,257.01345173711456,376.3534087653503,-125.04062897975027,-32.36291663922658,257.01345173711456,77.4,79.2,66.4,72.46700000000001,93.991,116.048,8.0,0.45,SYNTHETIC SET shoulder_pan 72.467 8.000,SYNTHETIC SET shoulder_lift 93.991 8.000,SYNTHETIC SET elbow_flex 116.048 8.000
2001387,SYNRAW001387,1,5,5,1,7,5,-15.866,11.666,41.059,-15.866,11.666,41.059,-0.2769139391214203,0.20361011053765848,0.7166147375763517,-100.87619403518639,-113.43738682964502,219.80941664051178,414.9311427436807,-100.87619403518639,-113.43738682964502,219.80941664051178,77.4,79.2,66.4,61.534000000000006,90.866,107.459,8.0,0.45,SYNTHETIC SET shoulder_pan 61.534 8.000,SYNTHETIC SET shoulder_lift 90.866 8.000,SYNTHETIC SET elbow_flex 107.459 8.000
2001388,SYNRAW001388,4,4,3,4,9,4,-0.293,7.272,32.422,-0.293,7.272,32.422,-0.005113814708343385,0.12692034320502765,0.5658706500816014,-48.52568896374859,-2.308776097930341,165.7114072500342,451.48021437570026,-48.52568896374859,-2.308776097930341,165.7114072500342,77.4,79.2,66.4,77.107,86.47200000000001,98.822,8.0,0.45,SYNTHETIC SET shoulder_pan 77.107 8.000,SYNTHETIC SET shoulder_lift 86.472 8.000,SYNTHETIC SET elbow_flex 98.822 8.000
2001389,SYNRAW001389,4,7,9,4,2,9,-2.591,25.144,68.554,-2.591,25.144,68.554,-0.04522148091917308,0.4388455871214542,1.1964930154121927,-241.59110993468647,-11.693604850147972,327.0519914057228,258.6733361967922,-241.59110993468647,-11.693604850147972,327.0519914057228,77.4,79.2,66.4,74.80900000000001,104.344,134.954,8.0,0.45,SYNTHETIC SET shoulder_pan 74.809 8.000,SYNTHETIC SET shoulder_lift 104.344 8.000,SYNTHETIC SET elbow_flex 134.954 8.000
2001390,SYNRAW001390,9,7,1,9,7,7,21.335,26.963,14.789,21.335,26.963,14.789,0.37236599591299024,0.4705931262152311,0.25811674307744137,-111.95304200950056,151.56632927801678,269.2060470450888,416.59667998736217,-111.95304200950056,151.56632927801678,269.2060470450888,77.4,79.2,66.4,98.73500000000001,106.16300000000001,81.18900000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 98.735 8.000,SYNTHETIC SET shoulder_lift 106.163 8.000,SYNTHETIC SET elbow_flex 81.189 8.000
2001391,SYNRAW001391,8,1,9,8,7,1,19.057,-13.94,66.294,19.057,-13.94,66.294,0.33260739555255936,-0.24329889772800953,1.1570485743171208,-109.33159528687547,134.9527992653505,86.08820487777115,413.320771883838,-109.33159528687547,134.9527992653505,86.08820487777115,77.4,79.2,66.4,96.45700000000001,65.26,132.69400000000002,8.0,0.45,SYNTHETIC SET shoulder_pan 96.457 8.000,SYNTHETIC SET shoulder_lift 65.260 8.000,SYNTHETIC SET elbow_flex 132.694 8.000
2001392,SYNRAW001392,2,9,1,2,6,9,-14.464,36.472,16.023,-14.464,36.472,16.023,-0.2524444230084598,0.6365564847873719,0.27965410604705143,-148.49533099542984,-90.66969815767081,336.9890057135109,363.01036692636694,-148.49533099542984,-90.66969815767081,336.9890057135109,77.4,79.2,66.4,62.93600000000001,115.672,82.423,8.0,0.45,SYNTHETIC SET shoulder_pan 62.936 8.000,SYNTHETIC SET shoulder_lift 115.672 8.000,SYNTHETIC SET elbow_flex 82.423 8.000
2001393,SYNRAW001393,0,5,9,0,4,7,-23.348,14.684,70.135,-23.348,14.684,70.135,-0.40749947375563605,0.2562841473628473,1.224086670886223,-216.98009454611906,-122.16880809688568,275.2292265264476,308.26203878346325,-216.98009454611906,-122.16880809688568,275.2292265264476,77.4,79.2,66.4,54.05200000000001,93.884,136.53500000000003,8.0,0.45,SYNTHETIC SET shoulder_pan 54.052 8.000,SYNTHETIC SET shoulder_lift 93.884 8.000,SYNTHETIC SET elbow_flex 136.535 8.000
2001394,SYNRAW001394,5,2,8,5,7,3,0.626,-5.353,61.92,0.626,-5.353,61.92,0.010925761117484502,-0.09342747485925645,1.080707872834889,-91.1404589956894,4.4672794334401305,138.91864887065378,408.8839454610464,-91.1404589956894,4.4672794334401305,138.91864887065378,77.4,79.2,66.4,78.02600000000001,73.84700000000001,128.32,8.0,0.45,SYNTHETIC SET shoulder_pan 78.026 8.000,SYNTHETIC SET shoulder_lift 73.847 8.000,SYNTHETIC SET elbow_flex 128.320 8.000
2001395,SYNRAW001395,0,1,9,0,7,2,-20.053,-10.921,65.121,-20.053,-10.921,65.121,-0.3499908749024229,-0.1906074076103007,1.1365758621912272,-113.39204084061282,-141.11892353012763,105.37616271394438,411.55833689003117,-113.39204084061282,-141.11892353012763,105.37616271394438,77.4,79.2,66.4,57.34700000000001,68.279,131.52100000000002,8.0,0.45,SYNTHETIC SET shoulder_pan 57.347 8.000,SYNTHETIC SET shoulder_lift 68.279 8.000,SYNTHETIC SET elbow_flex 131.521 8.000
2001396,SYNRAW001396,6,1,9,6,7,1,5.208,-13.075,65.848,5.208,-13.075,65.848,0.09089674744386468,-0.22820179969825857,1.1492644058532262,-88.48855921581078,37.50840934130714,91.38109118815267,413.2173116746131,-88.48855921581078,37.50840934130714,91.38109118815267,77.4,79.2,66.4,82.608,66.125,132.248,8.0,0.45,SYNTHETIC SET shoulder_pan 82.608 8.000,SYNTHETIC SET shoulder_lift 66.125 8.000,SYNTHETIC SET elbow_flex 132.248 8.000
2001397,SYNRAW001397,5,3,9,5,6,4,1.595,-1.85,66.157,1.595,-1.85,66.157,0.027838001569309555,-0.0322885911618951,1.1546574732418886,-113.59634153149712,10.759485164313194,170.54110490208936,386.55342942320993,-113.59634153149712,10.759485164313194,170.54110490208936,77.4,79.2,66.4,78.995,77.35000000000001,132.55700000000002,8.0,0.45,SYNTHETIC SET shoulder_pan 78.995 8.000,SYNTHETIC SET shoulder_lift 77.350 8.000,SYNTHETIC SET elbow_flex 132.557 8.000
2001398,SYNRAW001398,4,7,9,4,2,8,-0.186,25.073,69.617,-0.186,25.073,69.617,-0.003246312408709453,0.43760640335253825,1.2150458653608924,-244.62367860486984,-0.8290342333089493,326.46212544660693,255.37766704837134,-244.62367860486984,-0.8290342333089493,326.46212544660693,77.4,79.2,66.4,77.214,104.273,136.017,8.0,0.45,SYNTHETIC SET shoulder_pan 77.214 8.000,SYNTHETIC SET shoulder_lift 104.273 8.000,SYNTHETIC SET elbow_flex 136.017 8.000
2001399,SYNRAW001399,2,8,1,2,6,8,-13.054,32.051,18.635,-13.054,32.051,18.635,-0.22783528055533978,0.5593954785567026,0.32524210610914334,-128.85879701993363,-86.0532147955936,313.93925959964974,380.98680859860144,-128.85879701993363,-86.0532147955936,313.93925959964974,77.4,79.2,66.4,64.346,111.251,85.03500000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 64.346 8.000,SYNTHETIC SET shoulder_lift 111.251 8.000,SYNTHETIC SET elbow_flex 85.035 8.000
2001400,SYNRAW001400,5,1,9,5,7,2,0.152,-9.057,69.998,0.152,-9.057,69.998,0.0026529004630313807,-0.15807447035312644,1.2216955698109908,-106.59971733340367,1.0436542404154416,127.59890960736692,393.4016670228171,-106.59971733340367,1.0436542404154416,127.59890960736692,77.4,79.2,66.4,77.552,70.143,136.39800000000002,8.0,0.45,SYNTHETIC SET shoulder_pan 77.552 8.000,SYNTHETIC SET shoulder_lift 70.143 8.000,SYNTHETIC SET elbow_flex 136.398 8.000
2001401,SYNRAW001401,5,7,7,5,3,9,4.82,25.497,56.557,4.82,25.497,56.557,0.0841248699461267,0.4450065993809942,0.987105865050433,-202.62507792644618,25.075808351835597,327.21891038290494,298.43029411028334,-202.62507792644618,25.075808351835597,327.21891038290494,77.4,79.2,66.4,82.22,104.697,122.95700000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 82.220 8.000,SYNTHETIC SET shoulder_lift 104.697 8.000,SYNTHETIC SET elbow_flex 122.957 8.000
